Year,Rank,Title,Author,Review,Description,Price,Tags,Ratings,Genre,barcode,publisher,date
2020,1,더 해빙(The Having)(40만부 기념 리커버 에디션)(양장본 HardCover),이서윤,1231,부와 행운을 끌어당기는 힘,"14,400",심리학 뇌과학 구루 고전 퀀텀 행운 ,8.8,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9791190382175,수오서재,2020년 03월 01일 출간
2020,2,돈의 속성(150쇄 기념 에디션),김승호,813,최상위 부자가 말하는 돈에 대한 모든 것,"15,120",부자되는법 종잣돈 맨손 부자 경제철학 주라 ,9.2,"['국내도서', '경제/경영', '재테크/금융', '재테크', '부자되는법']",9791188331796,스노우폭스북스,2020년 06월 15일 출간
2020,3,아몬드(양장본 HardCover),손원평,1238,손원평 장편소설,"10,800",청소년소설 소설 감정 타인 윤재 캐릭터 ,9.3,"['국내도서', '소설', '한국소설', '한국소설일반']",9788936434267,창비,2017년 03월 31일 출간
2020,4,하버드 상위 1퍼센트의 비밀(리커버 에디션),정주영,751,신호를 차단하고 깊이 몰입하라,"14,400",자기관리 용기 월스트리트 키신저 차단 신념 ,9.1,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9788947544085,한국경제신문,2018년 10월 17일 출간
2020,5,지적 대화를 위한 넓고 얕은 지식: 제로 편,채사장,705,지혜를 찾아 138억 년을 달리는 시간 여행서,"17,820",미러 인문교양 밀리언셀러 인문사회 제로 우파니샤드 ,9.2,"['국내도서', '인문', '인문학일반', '지식과학문']",9791190313131,웨일북(whalebooks),2019년 12월 24일 출간
2020,6,존리의 부자되기 습관(20만부 기념 리커버 에디션),존 리,471,대한민국 경제독립 액션 플랜,"13,500",경제 주식투자 빈곤 투자방법 노후 준비 노인 ,8.8,"['국내도서', '경제/경영', '재테크/금융', '재테크', '부자되는법']",9791187481720,지식노마드,2020년 01월 15일 출간
2020,7,주식투자 무작정 따라하기(2020)(개정판),윤재수,550,100만 왕초보가 감동한 최고의 주식투자 입문서,"16,200",초보투자자 가치 투자 시장 환경 거래량 기업 가치 개미 ,9.2,"['국내도서', '경제/경영', '재테크/금융', '주식/증권', '주식투자']",9791165210144,길벗,2020년 01월 10일 출간
2020,8,흔한남매. 3(양장본 HardCover),흔한남매 (원작),896,,"10,800",유튜브 만화 에이미 으뜸 코믹 코믹북 ,9.6,"['국내도서', '어린이(초등)', '어린이만화', '만화/애니메이션', '만화일반']",9791164134267,미래엔아이세움,2020년 01월 09일 출간
2020,9,해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),David Cho,739,주제별 연상암기로 토익 영단어 30일 완성!,"11,610",빈출 단어 영어학습 영어공부 신유 핵심 단어 단어 학습 ,9.6,"['국내도서', '외국어', '수험영어', '토익(Toeic)', '단어/어휘']",9788965422785,해커스어학연구소,2020년 03월 05일 출간(1쇄 2019년 01월 02일)
2020,10,내가 원하는 것을 나도 모를 때,전승환,503,잃어버린 나를 찾는 인생의 문장들,"14,400",위로 에세이 인생 사랑 인문 이해인 ,9,"['국내도서', '인문', '인문학일반', '인문교양']",9791130627878,다산초당,2020년 01월 08일 출간
2020,11,달러구트 꿈 백화점,이미예,1074,주문하신 꿈은 매진입니다,"12,420",위로 청소년소설 한국소설 판타지소설 판타지 별점 ,9.2,"['국내도서', '소설', '한국소설', '판타지소설']",9791165341909,팩토리나인,2020년 07월 08일 출간
2020,12,데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),헤르만 헤세,929,,"10,800",세계고전문학 디자인 양장 독일소설 출판 색감 ,9.6,"['국내도서', '소설', '독일소설', '고전소설/문학선']",9791159036514,더스토리,2017년 10월 30일 출간
2020,13,1cm 다이빙,태수,286,"현실에서 딱 1cm 벗어나는 행복을 찾아, 일센티 다이빙","12,150",삶 행복 연봉 텀블벅 펀딩 최소한 ,8.8,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791190299060,피카(FIKA),2020년 01월 21일 출간
2020,14,지쳤거나 좋아하는 게 없거나,글배우,540,,"12,150",자존감 연애 행복 불안 무기력 자존 ,8.5,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791196797706,강한별,2019년 09월 04일 출간
2020,15,김미경의 리부트,김미경,376,코로나로 멈춘 나를 다시 일으켜 세우는 법,"14,400",자기관리 일자리 비즈니스,9,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9788901243665,웅진지식하우스,2020년 07월 01일 출간
2020,16,한번도 경험해보지 못한 나라,강양구,483,“민주주의는 어떻게 끝장나는가”,"16,020",사회비평 펀드 사모 시사비평 대담 주식 ,9,"['국내도서', '정치/사회', '사회학', '사회학일반', '시사/사회비평']",9791190413152,천년의상상,2020년 08월 25일 출간
2020,17,트렌드 코리아 2021,김난도,478,서울대 소비트렌드 분석센터의 2021 전망,"16,200",경제전망 코로나 시대 업종 변화 브이 COVID-19,8.8,"['국내도서', '경제/경영', '경제일반', '경제전망']",9788959896837,미래의창,2020년 10월 13일 출간
2020,18,팩트풀니스(양장본 HardCover),한스 로슬링,878,우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유,"17,820",세상 침팬지 편견 자연재해 탈진실 데이터 ,9.5,"['국내도서', '인문', '인문학일반', '인문교양']",9788934985068,김영사,2019년 03월 10일 출간
2020,19,당신이 옳다(40만 부 기념 '한 사람' 리커버),정혜신,666,정혜신의 적정심리학,"14,220",심리 공감 치유 심리치유 외주 고스 ,9.2,"['국내도서', '인문', '심리학', '교양심리']",9788965746669,해냄출판사,2018년 10월 10일 출간
2020,20,보건교사 안은영(특별판)(양장본 HardCover),정세랑,210,정세랑 장편소설,"12,600",한국 소설 판타지소설 미스터리소설 미스터리 퇴마 사 사립 ,9.1,"['국내도서', '소설', '한국소설', '한국소설일반']",9788937479953,민음사,2020년 09월 11일 출간
2020,21,총 균 쇠,재레드 다이아몬드,559,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,"25,200",퓰리처상 퓰리처 유라시아 문명사 동아시아 인류문명 ,9.1,"['국내도서', '역사/문화', '역사일반', '문명/문명사']",9791130629636,문학사상,2005년 12월 19일 출간
2020,22,애쓰지 않고 편안하게,김수현,251,,"13,500",한국에세이 관계 위로 쁘띠 신작 사이다 ,8.9,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791130629636,놀,2020년 05월 14일 출간
2020,23,녹나무의 파수꾼(양장본 HardCover),히가시노 게이고,422,,"16,020",일본소설 유미 레이 이토 기도 잡화점 ,9.4,"['국내도서', '소설', '일본소설', '일본소설일반']",9791165075064,소미미디어,2020년 03월 17일 출간
2020,24,코스모스(보급판),칼 세이건,1019,,"16,650",우주 데모크리토스 타이슨 교양과학 케플러 과학자 ,9.2,"['국내도서', '과학', '천문학', '교양천문학']",9788983711892,사이언스북스,2010년 01월 20일 출간
2020,25,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",데이비드 S. 키,528,,"14,400",역사 과학 문학 인문 교양서 탐험 지식 ,9.4,"['국내도서', '인문', '인문학일반','인문교양'] ",9791190305679,위즈덤하우스,2019년 10월 30일 출간
2020,26,우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽,559,김초엽 소설,"12,600",소설 사랑 한국소설 SF소설 용기 소설집 ,9.4,"['국내도서', '소설', '한국소설', 'SF/과학소설']",9791190090018,허블,2019년 06월 24일 출간
2020,27,기억. 1(양장본 HardCover),베르나르 베르베르,288,베르나르 베르베르 장편소설,"13,320",판타지소설 역사 전생 모험 최면 프랑스소설 ,9.1,"['국내도서', '소설', '프랑스소설', 'SF/과학소설'] ",9788932920337,열린책들,2020년 05월 30일 출간
2020,28,나는 나로 살기로 했다,김수현,1442,,"12,420",위로 자존감 불안 어른 아이 밥벌이 필요 ,9,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791187119845,마음의숲,2020년 03월 16일 출간
2020,29,날씨가 좋으면 찾아가겠어요,이도우,296,이도우 장편소설,"12,420",한국현대소설 해원 서점 책방 기와집 마시멜로 ,9.6,"['국내도서', '소설', '한국소설', '한국소설일반']",9788952791160,시공사,2018년 06월 28일 출간
2020,30,부의 추월차선,엠제이 드마코,619,부자들이 말해 주지 않는 진정한 부를 얻는 방법,"13,500",부자되는법 백만장자 성공법 부자 퇴직 연금 구루 ,9,"['국내도서', '경제/경영', '재테크/금융', '재테크', '부자되는법']",9788994702346,토트,2013년 08월 20일 출간
2020,31,사피엔스,유발 하라리,1151,유인원에서 사이보그까지 인간 역사의 대담하고 위대한 질문,"19,800",과학 혁명 인류학 호모 사피엔스 인류문명 호모 에렉투스 네안데르탈인 ,9.3,"['국내도서', '인문', '인문학일반', '인문교양']",9788934972464,김영사,2015년 11월 24일 출간
2020,32,재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),사경인,413,증권가 일타강사 사경인 회계사가 알려주는 재무제표 바이블,"17,820",재테크 일반 투자자 수익 애널리스트 시장 분석 비기 ,9.2,"['국내도서', '경제/경영', '재테크/금융', '주식/증권', '주식투자']",9791190242271,베가북스,2020년 01월 10일 출간
2020,33,해커스 토익 RC 리딩(Reading)(개정판 8판),David Cho,188,"토익 리딩의 기본서, 문법/독해/어휘에서 실전까지","16,920",관계 대명사 영어학습 영어공부 상관 접속사 명사절 접속사 등위 접속사 ,9.7,"['국내도서', '외국어', '수험영어', '토익(Toeic)', 'R/C']",9788965423348,해커스어학연구소,2020년 03월 02일 출간
2020,34,지리의 힘,팀 마샬,451,"지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가","15,300",북극 세계지리 서유럽 지정학 강대국 국제정세 ,9,"['국내도서', '정치/사회', '사회학', '사회학일반', '사회일반서']",9788993178692,사이,2016년 08월 10일 출간
2020,35,부의 대이동,오건영,391,달러와 금의 흐름으로 읽는 미래 투자 전략,"15,300",부동산 주식 시장 달러 투자법 세계 경제 코로나 ,9.4,"['국내도서', '경제/경영', '재테크/금융', '재테크', '투자가이드/자산관리']",9791196831080,페이지2북스,2020년 07월 23일 출간
2020,36,페스트(세계문학전집 267),알베르 카뮈,435,,"11,700",세계고전문학 노벨문학상 한국어 프랑스소설 재앙 결국 행복 ,9.4,"['국내도서', '소설', '프랑스소설', '고전소설/문학선']",9788937462672,민음사,2011년 04월 03일 출간
2020,37,데일 카네기 인간관계론,데일 카네기,390,,"10,350",인간관계 성공 리더십 버핏 화술 워런 ,9.4,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9791187142560,현대지성,2019년 10월 07일 출간
2020,38,코로나 이후의 세계,제이슨 솅커,220,블룸버그 선정 세계 1위 미래학자 제이슨 솅커의 미래예측,"13,320",베스트셀러 경제전망 미래학자 아마존 위기 COVID-19,8.6,"['국내도서', '경제/경영', '경제일반', '경제전망']",9791158740757,미디어숲,2020년 05월 30일 출간
2020,39,보통의 언어들(별밤 리커버)(나를 숨 쉬게 하는)(양장본 HardCover),김이나,190,,"13,050",위로 한국에세이 심리학 마음 관계 대중 ,8.9,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791190786355,위즈덤하우스,2020년 05월 27일 출간
2020,40,에이트(양장본 HardCover),이지성,417,인공지능에게 대체되지 않는 나를 만드는 법,"15,300",인공지능 실리콘밸리 하버드 융합 리틀 몬테소리 ,8.4,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9791188388905,차이정원,2019년 10월 21일 출간
2020,41,지적 대화를 위한 넓고 얕은 지식. 1,채사장,222,한 권으로 현실 세계를 통달하는 지식 여행서,"14,400",역사 인문학 정치 사회 밀리언셀러 독서 모임 ,9.3,"['국내도서', '인문', '인문학일반', '인문교양']",9791190313186,웨일북(whalebooks),2020년 02월 05일 출간
2020,42,부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),로버트 기요사키,604,,"14,220",재테크 비트코인 부자되는법 부동산 복지 정책 세금 ,9.2,"['국내도서', '경제/경영', '재테크/금융', '재테크', '부자되는법']",9791158883591,민음인,2018년 02월 22일 출간
2020,43,성숙한 어른이 갖춰야 할 좋은 심리 습관,류쉬안,140,하버드대 심리학 박사가 권하는 매일 3분 습관,"13,500",심리학 행복 대화법 염세주의 일상 멘탈 ,8.9,"['국내도서', '자기계발', '자기능력계발', '마인드콘트롤/감정']",9791190456098,다연,2020년 05월 11일 출간
2020,44,죽은 자의 집 청소(양장본 HardCover),김완,210,죽음 언저리에서 행하는 특별한 서비스,"12,420",한국에세이 죽음 청소부 고독사 특수 외로움 ,8.8,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9788934992493,김영사,2020년 05월 30일 출간
2020,45,아내를 모자로 착각한 남자(개정판)(양장본 HardCover),올리버 색스,305,,"16,650",과학이야기 리베카 브루너 매들린 이정호 크리 ,9.2,"['국내도서', '과학', '교양과학', '과학이야기']",9791159920257,알마 ,2016년 08월 17일 출간
2020,46,룬샷,사피 바칼,289,"전쟁, 질병, 불황의 위기를 승리로 이끄는 설계의 힘","16,200",바이오 경영전략 테크 기업경영 애플 패권 ,9.2,"['국내도서', '경제/경영', '경영관리', '경영관리/기업경영']",9788965963790,흐름출판,2020년 04월 27일 출간
2020,47,해커스 토익 LC 리스닝(Listening)(개정판 8판),David Cho,141,"토익 리스닝의 기본서, 토익 LC 기본에서 실전까지","16,920",동사 의문문 영어학습 영어공부 선택 의문문 문제 유형 유형 분석 ,9.7,"['국내도서', '외국어', '수험영어', '토익(Toeic)', 'L/C']",9788965423355,해커스어학연구소,2020년 03월 18일 출간
2020,48,딸에게 보내는 심리학 편지(10만 부 기념 스페셜 에디션),한성희,287,30년 동안 미처 하지 못했던 그러나 꼭 해 주고 싶은 이야기들,"14,400",자존감 감정 인생 이기주의자 슈퍼 우먼 사랑 ,9.4,"['국내도서', '인문', '심리학', '교양심리']",9791190538015,메이븐,2020년 01월 28일 출간
2020,49,봉제인형 살인사건,다니엘 콜,393,,"13,500",스릴러소설 추리 스릴러 희생자 영미추리소설 미궁 ,9.1,"['국내도서', '소설', '영미소설', '미스터리/스릴러소설']",9788998274931,북플라자,2017년 10월 20일 출간
2020,50,이토록 공부가 재미있어지는 순간(10만 부 기념 스페셜 에디션),박성혁,482,공부에 지친 청소년들을 위한 힐링 에세이,"13,500",청소년 시골 공부법 청소년에세이 민사 합격 ,9.6,"['국내도서', '청소년', '청소년 에세이']",9791130604626,다산북스,2020년 07월 27일 출간
2020,51,꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주,889,나태주 시집,"9,000",방탄소년단 풀꽃 한국현대시 예쁘다 보컬 국민 ,9.3,"['국내도서', '시/에세이', '한국시', '현대시']",9791157280292,지혜,2020년 11월 30일 출간(1쇄 2015년 06월 20일)
2020,52,부의 인문학,브라운스톤,395,슈퍼리치의 서재에서 찾아낸 부자의 길,"13,500",부자되는법 성공 투자 분산 투자 부의법칙 경제학자 우석 ,8.8,"['국내도서', '경제/경영', '재테크/금융', '재테크', '부자되는법']",9788995563502,오픈마인드,2019년 10월 04일 출간
2020,53,내일의 부. 1: 알파편,조던 김장섭,410,세상에서 가장 빨리 99.9% 부자 되는 법!,"14,400",주식투자 부동산 주식 베스트셀러 투자가이드 부자 ,9.2,"['국내도서', '경제/경영', '재테크/금융', '재테크', '부자되는법']",9791187993681,트러스트북스,2020년 01월 16일 출간
2020,54,만남은 지겹고 이별은 지쳤다,색과 체,158,색과 체 산문집,"12,420",사랑 한국에세이 상처 관계 변명 산문 ,9.1,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791197080890,떠오름,2020년 06월 23일 출간
2020,55,추리 천재 엉덩이 탐정. 9: 세 마리 행운 고양이 사건,트롤,418,,"10,800",미스터리 추리력 중학년 추리동화 방귀 낙찰 ,9.2,"['국내도서', '어린이(초등)', '어린이문학', '동화책', '외국작가']",9791164134090,미래엔아이세움,2020년 01월 15일 출간
2020,56,설민석의 한국사 대모험. 13(반양장),설민석,548,역사의 진실 편: 뒤바뀐 역사를 되돌려라!,"10,800",아동학습만화 조선왕조실록 쪽지 역사만화 온달 아동한국사 ,9.6,"['국내도서', '어린이(초등)', '어린이만화', '학습만화', '한국사/인물/문화/지리']",9791165382650,아이휴먼,2020년 03월 23일 출간
2020,57,트렌드 코리아 2020,김난도,400,서울대 소비트렌드 분석센터의 2020 전망,"16,200",경제전망 소비자 페르소나 소비 마우스 밀레 ,8.7,"['국내도서', '경제/경영', '경제일반', '경제전망']",9788959896127,미래의창,2019년 10월 24일 출간
2020,58,여행의 이유,김영하,1568,김영하 산문,"12,150",한국에세이 상처 추방 여행자 에디션 피로 ,9.3,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9788954655972,문학동네,2019년 04월 17일 출간
2020,59,설민석의 삼국지. 1,설민석,809,"누구나 쉽게 시작하고, 모두가 빠져드는 이야기","19,800",고전 큐레이팅 리더십 교훈 주요 사건 삼국지 ,9.4,"['국내도서', '인문', '인문학일반', '인문교양']",9788933870792,세계사,2019년 07월 17일 출간
2020,60,매우 예민한 사람들을 위한 책,전홍진,208,뇌과학과 정신의학이 들려주는 당신 마음에 대한 이야기,"16,200",심리학 우울증 상담 사례 교양심리 증상 임상시험 ,9,"['국내도서', '인문', '심리학', '교양심리']",9788967358020,글항아리,2020년 07월 23일 출간
2020,61,타인의 해석,말콤 글래드웰,174,당신이 모르는 사람을 만났을 때,"16,650",인간관계 인공지능 녹스 프렌즈 인간본성 히틀러 ,8.4,"['국내도서', '자기계발', '인간관계', '인간관계일반']",9788934985747,김영사,2020년 03월 23일 출간
2020,62,설민석의 조선왕조실록,설민석,1472,대한민국이 선택한 역사 이야기,"19,800",한국사 조선 최고 조선 최초 조선시대 임금 호랑이 ,9.1,"['국내도서', '역사/문화', '한국사', '조선시대', '조선왕조사']",9788933870693,세계사,2016년 07월 20일 출간
2020,63,타이탄의 도구들(리커버 에디션),팀 페리스,525,,"13,500",자기관리 코엘료 파울로 성공법 말콤 아이디어 ,9.3,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9791158510619,토네이도,2020년 03월 09일 출간(1쇄 2017년 04월 03일)
2020,64,멋진 신세계,올더스 헉슬리,336,,"12,420",세계고전문학 SF소설 유토피아 야만인 영국고전 소마 ,9.5,"['국내도서', '소설', '영미소설', '영미소설일반']",9788973814725,소담출판사,2015년 06월 12일 출간
2020,65,스스로 행복하라,법정,288,법정 스님 열반 10주기 특별판,"10,800",용기 스님 삶의지혜 조르바 모모 한국수필 ,9.3,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9788946421158,샘터(샘터사),2020년 01월 06일 출간
2020,66,"시선으로부터,",정세랑,329,정세랑 장편소설,"12,600",한국소설 가족 여성서사 사랑 제사 신작 장편 소설 ,9.5,"['국내도서', '소설', '한국소설', '한국소설일반']",9788954672214,문학동네,2020년 06월 05일 출간
2020,67,이기적 유전자(40주년 기념판),리처드 도킨스,506,,"18,000",이타주의 유전학 진화 현대생물학 코일 불멸 ,9.2,"['국내도서', '과학', '교양과학', '교양유전', '유전이야기']",9788932473901,을유문화사,2018년 10월 20일 출간(1쇄 1993년 11월 15일)
2020,68,해커스 토익 스타트 리딩(Reading) RC(개정판 4판),David Cho,141,초보를 위한 토익 입문서,"13,410",접속사 영어학습 영어공부 품사 수일 특수 구문 ,9.6,"['국내도서', '외국어', '수험영어', '토익(Toeic)', 'R/C']",9788965423379,해커스어학연구소,2020년 02월 20일 출간(1쇄 2020년 01월 02일)
2020,69,방구석 미술관,조원재,470,오르세 미술관,"15,120",오르세 미술이야기 미술 에디션 미술사 기념 ,9.1,"['국내도서', '예술/대중문화', '미술', '교양미술', '미술이야기']",9788968331862,블랙피쉬,2020년 05월 05일 출간(1쇄 2018년 08월 03일)
2020,70,나미야 잡화점의 기적(2021 봄날 한정판)(양장본 HardCover),히가시노 게이고,1902,히가시노 게이고 장편소설,"13,320",인생 추리 영화원작소설 살인사건 편지 고민 상담 ,9.4,"['국내도서', '소설', '일본소설', '일본소설일반']",9788972756194,현대문학,2021년 03월 02일 출간(1쇄 2012년 12월 19일)
2020,71,선량한 차별주의자,김지혜,263,,"13,500",혐오 차별금지법 인간 심리 토론 수업 평등 공정 ,8.7,"['국내도서', '정치/사회', '사회학', '사회학일반', '사회일반서']",9788936477196,창비,2019년 07월 17일 출간
2020,72,언컨택트,김용섭,130,더 많은 연결을 위한 새로운 시대 진화 코드,"16,200",코로나 라이프스타일 거리 두기 COVID-19 미래 전망 코로나19,8.6,"['국내도서', '경제/경영', '경제일반', '경제전망']",9791197016806,퍼블리온,2020년 04월 20일 출간
2020,73,아주 작은 습관의 힘,제임스 클리어,735,최고의 변화는 어떻게 만들어지는가,"14,400",인생 삶 습관 법칙 벤저민 프랭클린 벅스 ,9.4,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9791162540640,비즈니스북스,2019년 02월 26일 출간
2020,74,살고 싶다는 농담(양장본 HardCover),허지웅,260,허지웅 에세이,"14,400",위로 한국에세이 용기 불행 피해 의식 설국 ,9.2,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9788901244600,웅진지식하우스,2020년 08월 12일 출간
2020,75,흔한남매 안 흔한 일기. 1(양장본 HardCover),흔한남매 (원작),266,,"10,800",유튜브 창작동화 에이미 으뜸 유튜버 크리에이터 ,9.4,"['국내도서', '어린이(초등)', '어린이문학', '동화책', '한국작가']",9791164134649,미래엔아이세움,2020년 02월 27일 출간
2020,76,언어의 온도(170만부 기념 에디션),이기주,1892,말과 글에는 나름의 따뜻함과 차가움이 있다,"12,420",위로 단어 어원 버릇 유래 마음 ,8.8,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791195522125,말글터,2016년 08월 19일 출간
2020,77,소년이 온다,한강,459,한강 장편소설,"12,600",소설 한국소설 시신 한국근현대사 연행 5·18민주화운동,9.6,"['국내도서', '소설', '한국소설', '한국소설일반']",9788936434120,창비,2014년 05월 19일 출간
2020,78,정의란 무엇인가(마이클 샌델),마이클 샌델,356,대한민국의 정의에 대해 다시 생각해보는 세계적 베스트셀러,"13,500",인문교양서 철학 칸트 존 롤스 신념 공리주의 ,9.5,"['국내도서', '인문', '인문학일반', '인문교양']",9788937834790,와이즈베리,2014년 11월 20일 출간
2020,79,나의 하루는 4시 30분에 시작된다,김유진,318,하루를 두 배로 사는 단 하나의 습관,"13,500",인생 변호사 시험 시간관리 새벽 아침 시간 알람 ,8.9,"['국내도서', '자기계발', '자기능력계발', '시간관리']",9791158511906,토네이도,2020년 10월 20일 출간
2020,80,해빗(스페셜 에디션),웬디 우드,221,내 안의 충동을 이겨내는 습관 설계의 법칙,"15,300",뇌과학 과학 습관 설계 보상 페이스북 ,9.5,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9791130627595,다산북스,2020년 12월 10일 출간(1쇄 2019년 12월 17일)
2020,81,마음챙김의 시,류시화 (엮음),295,,"11,700",시집 시인 노벨문학상 감정 문학상 하룬 ,8.9,"['국내도서', '시/에세이', '해외시', '기타나라/여러나라시']",9791190382267,수오서재,2020년 09월 17일 출간
2020,82,오래 준비해온 대답,김영하,185,김영하의 시칠리아,"14,850",한국에세이 여행에세이 여행 작가 고고학 기록 ,9.3,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791197021602,복복서가,2020년 04월 29일 출간
2020,83,아비투스,도리스 메르틴,180,인간의 품격을 결정하는 7가지 자본,"16,200",인문교양서 습관 심리 지식 부르디외 사회 ,8.8,"['국내도서', '인문', '인문학일반', '인문교양']",9791130630762,다산초당,2020년 08월 03일 출간
2020,84,공간이 만든 공간,유현준,182,새로운 생각은 어떻게 만들어지는가,"14,850",역사 과학 건축 디자인 건축 공간 물리 인문교양 ,9.3,"['국내도서', '인문', '인문학일반', '인문교양']",9788932474274,을유문화사,2020년 05월 01일 출간
2020,85,돌이킬 수 없는 약속,야쿠마루 가쿠,771,,"13,500",소설 추리 미스터리소설 미스터리 교도소 과거 ,8.6,"['국내도서', '소설', '일본소설', '미스터리/스릴러소설']",9788998274795,북플라자,2017년 02월 02일 출간
2020,86,그 환자,재스퍼 드윗,149,,"12,600",미스터리소설 스릴러소설 영미소설 의료진 정신 병원 집단 치료 ,8.4,"['국내도서', '소설', '영미소설', '미스터리/스릴러소설']",9791196756949,시월이일,2020년 08월 12일 출간
2020,87,기분이 태도가 되지 않게(10만 부 기념 봄 에디션),레몬심리,122,기분 따라 행동하다 손해 보는당신을 위한 심리 수업,"12,600",인간관계 인생 감정 기복 할리우드 후회 사회생활 ,8.7,"['국내도서', '자기계발', '자기능력계발', '마인드콘트롤/감정']",9788901243658,갤리온,2020년 06월 30일 출간
2020,88,월가의 영웅(전설로 떠나는)(개정판 2판)(양장본 HardCover),피터 린치,405,13년간 주식으로 단 한 해도 손실을 본 적이 없는 피터린치 투자법,"20,700",주식투자 주식 장기 투자 주식투자기법 가치 투자 분산 투자 ,9.6,"['국내도서', '경제/경영', '재테크/금융', '주식/증권', '주식투자']",9788957821176,국일증권경제연구소,2017년 04월 17일 출간
2020,89,12가지 인생의 법칙(30만부 기념 리커버 에디션),조던 B. 피터슨,596,혼돈의 해독제,"15,120",삶 경계선 하버드대 지혜 심리학 영미 ,9,"['국내도서', '인문', '철학', '교양철학']",9791196067694,메이븐,2018년 10월 30일 출간
2020,90,시작의 기술(양장본 HardCover),개리 비숍,199,침대에 누워 걱정만 하는 게으른 완벽주의자를 위한 7가지 무기,"14,400",인생 자기관리 커리어 자기혁신 메이플 하이데거 ,9.2,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9788901230658,웅진지식하우스,2019년 04월 17일 출간
2020,91,지금 이대로 좋다,법륜,315,자유롭고 행복하고 싶은 당신에게 전하는 법륜스님의 희망편지,"13,320",사랑 인간관계 가족 자존감 우울 인생 수업 ,9.5,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791187297239,정토출판,2019년 10월 30일 출간
2020,92,어떻게 말해줘야 할까,오은영,299,오은영의 현실밀착 육아회화,"15,750",자존감 철학 성장 교육 육아 전문가 비룡소 ,8.9,"['국내도서', '가정/육아', '육아', '육아일반']",9788934986652,김영사,2020년 10월 25일 출간
2020,93,너에게만 좋은 사람이 되고 싶어(리커버 한정판),유귀선,108,유귀선 에세이,"12,150",위로 사랑 감성에세이 일러스트레이터 아포리즘 다다 ,9.2,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791196814304,스튜디오오드리,2019년 10월 16일 출간
2020,94,트바로티 김호중,김호중,300,,"15,300",한국에세이 베스트셀러 스페셜 에디션 자전적에세이 예약 판매 연예인이야기 ,9.4,"['국내도서', '시/에세이', '나라별 에세이', '한국에세이']",9791197023095,스튜디오오드리,2020년 08월 14일 출간
2020,95,루팡의 딸,요코제키 다이,159,,"13,500",일본소설 추리소설 미스터리소설 추리 도둑 대부 ,9.2,"['국내도서', '소설', '일본소설', '미스터리/스릴러소설']",9788998274412,북플라자,2019년 09월 25일 출간
2020,96,"파타고니아, 파도가 칠 때는 서핑을",이본 쉬나드,171,"지구가 목적, 사업은 수단 인사이드 파타고니아","17,820",경영 철학 해외경영 환경 운동가 환경 보호 브랜드 아웃도어 ,9.7,"['국내도서', '경제/경영', '경영일반', '해외경영이야기']",9788998075712,라이팅하우스,2020년 04월 30일 출간
2020,97,나는 무조건 합격하는 공부만 한다,이윤규,268,"26살, 9개월 만에 사법시험을 패스한 이윤규 변호사의 패턴 공부법","13,500",수능 내신 공부전략 폴더 사법시험 사법 시험 ,9.2,"['국내도서', '자기계발', '성공/처세', '자기관리/처세']",9791162541210,비즈니스북스,2019년 12월 16일 출간
